Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 04:00:00-04:00,225.34,226.07,225.34,225.94,0,0.0,0.0
2024-10-03 05:00:00-04:00,225.97,225.97,225.62,225.76,0,0.0,0.0
2024-10-03 06:00:00-04:00,225.76,225.84,225.71,225.81,0,0.0,0.0
2024-10-03 07:00:00-04:00,225.81,226.05,225.29,225.29,0,0.0,0.0
2024-10-03 08:00:00-04:00,225.38,226.78,224.79,225.495,0,0.0,0.0
2024-10-03 09:00:00-04:00,225.58,226.78,224.57,224.91,0,0.0,0.0
2024-10-03 09:30:00-04:00,225.24000549316406,226.8000030517578,224.72000122070312,224.8350067138672,6220681,0.0,0.0
2024-10-03 10:30:00-04:00,224.80999755859375,225.52999877929688,224.26499938964844,224.87420654296875,4150076,0.0,0.0
2024-10-03 11:30:00-04:00,224.88839721679688,225.3699951171875,224.8300018310547,225.07119750976562,3280055,0.0,0.0
2024-10-03 12:30:00-04:00,225.08999633789062,225.09629821777344,223.3238983154297,223.8350067138672,3492200,0.0,0.0
2024-10-03 13:30:00-04:00,223.83999633789062,224.40989685058594,223.70010375976562,223.84010314941406,1911305,0.0,0.0
2024-10-03 14:30:00-04:00,223.8350067138672,224.0399932861328,223.50010681152344,223.6999969482422,2380663,0.0,0.0
2024-10-03 15:30:00-04:00,223.7100067138672,225.83999633789062,223.66000366210938,225.6699981689453,5709739,0.0,0.0
2024-10-03 16:00:00-04:00,225.66,235.905,225.55,225.72,0,0.0,0.0
2024-10-03 17:00:00-04:00,225.745,225.79,209.917,225.527,0,0.0,0.0
2024-10-03 18:00:00-04:00,225.56,225.9,225.46,225.8,0,0.0,0.0
2024-10-03 19:00:00-04:00,225.8805,226.23,225.8,226.09,0,0.0,0.0
