Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-18 04:00:00-04:00,216.2,216.24,215.51,215.59,0,0.0,0.0
2024-09-18 05:00:00-04:00,215.59,216.2,215.49,215.9,0,0.0,0.0
2024-09-18 06:00:00-04:00,215.9,216.15,215.8,216.1,0,0.0,0.0
2024-09-18 07:00:00-04:00,216.1,217.12,216.1,216.81,0,0.0,0.0
2024-09-18 08:00:00-04:00,216.8,217.1,215.4412,216.8,0,0.0,0.0
2024-09-18 09:00:00-04:00,216.75,220.33,215.09,217.59,0,0.0,0.0
2024-09-18 09:30:00-04:00,217.58999633789062,220.73500061035156,217.5399932861328,220.73500061035156,11719770,0.0,0.0
2024-09-18 10:30:00-04:00,220.7301025390625,221.61000061035156,220.25100708007812,220.6300048828125,8156545,0.0,0.0
2024-09-18 11:30:00-04:00,220.63999938964844,220.86990356445312,219.52000427246094,220.80999755859375,4730443,0.0,0.0
2024-09-18 12:30:00-04:00,220.8000030517578,221.35000610351562,220.25999450683594,221.21009826660156,4663209,0.0,0.0
2024-09-18 13:30:00-04:00,221.22000122070312,222.6999969482422,219.92999267578125,221.4073028564453,7417109,0.0,0.0
2024-09-18 14:30:00-04:00,221.4958953857422,221.85000610351562,218.92999267578125,221.5,7309128,0.0,0.0
2024-09-18 15:30:00-04:00,221.5399932861328,221.80999755859375,219.8800048828125,220.69000244140625,6247706,0.0,0.0
2024-09-18 16:00:00-04:00,220.69,222.77,216.79,221.32,0,0.0,0.0
2024-09-18 17:00:00-04:00,221.36,221.6685,211.1001,221.16,0,0.0,0.0
2024-09-18 18:00:00-04:00,221.31,221.84,221.22,221.585,0,0.0,0.0
2024-09-18 19:00:00-04:00,221.59,222.25,221.4,222.125,0,0.0,0.0
