Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-30 04:00:00-04:00,5.87,5.87,5.725,5.725,0,0.0,0.0,0.0
2024-09-30 05:00:00-04:00,5.725,5.725,5.685,5.685,0,0.0,0.0,0.0
2024-09-30 06:00:00-04:00,5.685,5.685,5.65,5.65,0,0.0,0.0,0.0
2024-09-30 07:00:00-04:00,5.65,5.68,5.64,5.65,0,0.0,0.0,0.0
2024-09-30 08:00:00-04:00,5.65,5.77,5.64,5.67,0,0.0,0.0,0.0
2024-09-30 09:00:00-04:00,5.6697,5.7,5.66,5.69,0,0.0,0.0,0.0
2024-09-30 09:30:00-04:00,5.664999961853027,5.690000057220459,5.630000114440918,5.659900188446045,1721920,0.0,0.0,0.0
2024-09-30 10:30:00-04:00,5.659999847412109,5.679999828338623,5.639999866485596,5.663000106811523,1320367,0.0,0.0,0.0
2024-09-30 11:30:00-04:00,5.664999961853027,5.670000076293945,5.630000114440918,5.6468000411987305,668305,0.0,0.0,0.0
2024-09-30 12:30:00-04:00,5.644999980926514,5.649199962615967,5.619999885559082,5.619999885559082,595264,0.0,0.0,0.0
2024-09-30 13:30:00-04:00,5.630000114440918,5.650000095367432,5.579999923706055,5.599899768829346,589186,0.0,0.0,0.0
2024-09-30 14:30:00-04:00,5.599999904632568,5.630000114440918,5.579999923706055,5.625,636181,0.0,0.0,0.0
2024-09-30 15:30:00-04:00,5.625,5.639999866485596,5.610000133514404,5.625,373916,0.0,0.0,0.0
2024-09-30 16:00:00-04:00,5.63,5.66,5.63,5.66,0,0.0,0.0,0.0
2024-09-30 17:00:00-04:00,5.6303,5.66,5.6303,5.64,0,0.0,0.0,0.0
2024-09-30 18:00:00-04:00,5.64,5.65,5.6301,5.64,0,0.0,0.0,0.0
2024-09-30 19:00:00-04:00,5.63,5.64,5.58,5.62,0,0.0,0.0,0.0
