Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-19 04:00:00-04:00,5.48,5.5,5.48,5.5,0,0.0,0.0,0.0
2024-09-19 05:00:00-04:00,5.5,5.5,5.5,5.5,0,0.0,0.0,0.0
2024-09-19 06:00:00-04:00,5.52,5.55,5.52,5.55,0,0.0,0.0,0.0
2024-09-19 07:00:00-04:00,5.55,5.55,5.5,5.54,0,0.0,0.0,0.0
2024-09-19 08:00:00-04:00,5.54,5.62,5.52,5.57,0,0.0,0.0,0.0
2024-09-19 09:00:00-04:00,5.6,5.6,5.57,5.5809,0,0.0,0.0,0.0
2024-09-19 09:30:00-04:00,5.610000133514404,5.630000114440918,5.559999942779541,5.625,1959535,0.0,0.0,0.0
2024-09-19 10:30:00-04:00,5.620100021362305,5.639900207519531,5.570099830627441,5.600100040435791,1255557,0.0,0.0,0.0
2024-09-19 11:30:00-04:00,5.610000133514404,5.629899978637695,5.579999923706055,5.610099792480469,716426,0.0,0.0,0.0
2024-09-19 12:30:00-04:00,5.610099792480469,5.659999847412109,5.610000133514404,5.627999782562256,842772,0.0,0.0,0.0
2024-09-19 13:30:00-04:00,5.625,5.670000076293945,5.619999885559082,5.641900062561035,729637,0.0,0.0,0.0
2024-09-19 14:30:00-04:00,5.649899959564209,5.659999847412109,5.610000133514404,5.620299816131592,605076,0.0,0.0,0.0
2024-09-19 15:30:00-04:00,5.619999885559082,5.639999866485596,5.610000133514404,5.614999771118164,506873,0.0,0.0,0.0
2024-09-19 16:00:00-04:00,5.61,5.62,5.6,5.6,0,0.0,0.0,0.0
2024-09-19 17:00:00-04:00,5.6,5.62,5.59,5.6191,0,0.0,0.0,0.0
2024-09-19 18:00:00-04:00,5.61,5.61,5.55,5.61,0,0.0,0.0,0.0
2024-09-19 19:00:00-04:00,5.5612,5.6,5.56,5.57,0,0.0,0.0,0.0
