Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-23 04:00:00-04:00,5.63,5.63,5.62,5.62,0,0.0,0.0,0.0
2024-09-23 05:00:00-04:00,5.62,5.64,5.62,5.64,0,0.0,0.0,0.0
2024-09-23 06:00:00-04:00,5.64,5.64,5.64,5.64,0,0.0,0.0,0.0
2024-09-23 07:00:00-04:00,5.64,5.64,5.62,5.63,0,0.0,0.0,0.0
2024-09-23 08:00:00-04:00,5.63,5.64,5.62,5.63,0,0.0,0.0,0.0
2024-09-23 09:00:00-04:00,5.62,5.62,5.61,5.61,0,0.0,0.0,0.0
2024-09-23 09:30:00-04:00,5.610000133514404,5.659999847412109,5.5914998054504395,5.644999980926514,1512549,0.0,0.0,0.0
2024-09-23 10:30:00-04:00,5.650000095367432,5.650000095367432,5.59499979019165,5.630099773406982,1150241,0.0,0.0,0.0
2024-09-23 11:30:00-04:00,5.635000228881836,5.659999847412109,5.610000133514404,5.610099792480469,823521,0.0,0.0,0.0
2024-09-23 12:30:00-04:00,5.616000175476074,5.619999885559082,5.591800212860107,5.610000133514404,540971,0.0,0.0,0.0
2024-09-23 13:30:00-04:00,5.605000019073486,5.630000114440918,5.600100040435791,5.630000114440918,376799,0.0,0.0,0.0
2024-09-23 14:30:00-04:00,5.627099990844727,5.639999866485596,5.614999771118164,5.630000114440918,488662,0.0,0.0,0.0
2024-09-23 15:30:00-04:00,5.625,5.630000114440918,5.610000133514404,5.614999771118164,305139,0.0,0.0,0.0
2024-09-23 16:00:00-04:00,5.61,5.62,5.6,5.61,0,0.0,0.0,0.0
2024-09-23 17:00:00-04:00,5.61,5.63,5.6,5.6299,0,0.0,0.0,0.0
2024-09-23 18:00:00-04:00,5.6291,5.63,5.6291,5.63,0,0.0,0.0,0.0
2024-09-23 19:00:00-04:00,5.62,5.63,5.61,5.6101,0,0.0,0.0,0.0
