Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-07 04:00:00-04:00,5.55,5.635,5.55,5.635,0,0.0,0.0,0.0
2024-10-07 05:00:00-04:00,5.635,5.67,5.61,5.61,0,0.0,0.0,0.0
2024-10-07 06:00:00-04:00,5.61,5.61,5.6,5.6,0,0.0,0.0,0.0
2024-10-07 07:00:00-04:00,5.6,5.6,5.57,5.58,0,0.0,0.0,0.0
2024-10-07 08:00:00-04:00,5.56,5.61,5.56,5.61,0,0.0,0.0,0.0
2024-10-07 09:00:00-04:00,5.61,5.61,5.57,5.5702,0,0.0,0.0,0.0
2024-10-07 09:30:00-04:00,5.599999904632568,5.71999979019165,5.579999923706055,5.695000171661377,1032993,0.0,0.0,0.0
2024-10-07 10:30:00-04:00,5.699999809265137,5.7179999351501465,5.635000228881836,5.65500020980835,1029661,0.0,0.0,0.0
2024-10-07 11:30:00-04:00,5.659999847412109,5.670000076293945,5.619999885559082,5.649899959564209,685941,0.0,0.0,0.0
2024-10-07 12:30:00-04:00,5.641900062561035,5.670000076293945,5.639999866485596,5.649700164794922,379564,0.0,0.0,0.0
2024-10-07 13:30:00-04:00,5.644999980926514,5.664400100708008,5.614999771118164,5.630099773406982,629125,0.0,0.0,0.0
2024-10-07 14:30:00-04:00,5.630000114440918,5.632190227508545,5.564899921417236,5.605000019073486,993411,0.0,0.0,0.0
2024-10-07 15:30:00-04:00,5.605000019073486,5.630000114440918,5.599999904632568,5.619999885559082,310383,0.0,0.0,0.0
2024-10-07 16:00:00-04:00,5.62,5.62,5.6,5.6,0,0.0,0.0,0.0
2024-10-07 17:00:00-04:00,5.6,5.64,5.58,5.6195,0,0.0,0.0,0.0
2024-10-07 18:00:00-04:00,5.6195,5.62,5.5201,5.5201,0,0.0,0.0,0.0
2024-10-07 19:00:00-04:00,5.52,5.57,5.52,5.5213,0,0.0,0.0,0.0
