Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-25 04:00:00-04:00,253.27,253.27,251.1,251.52,0,0.0,0.0
2024-09-25 05:00:00-04:00,251.49,251.58,250.48,251.25,0,0.0,0.0
2024-09-25 06:00:00-04:00,251.2,252.42,251.2,252.0,0,0.0,0.0
2024-09-25 07:00:00-04:00,252.02,253.29,251.77,252.88,0,0.0,0.0
2024-09-25 08:00:00-04:00,252.82,254.27,250.4003,253.3,0,0.0,0.0
2024-09-25 09:00:00-04:00,253.3,302.87,243.28,252.59,0,0.0,0.0
2024-09-25 09:30:00-04:00,252.5399932861328,256.4198913574219,252.27999877929688,254.64230346679688,22972264,0.0,0.0
2024-09-25 10:30:00-04:00,254.68930053710938,256.29998779296875,254.00999450683594,254.02999877929688,9949335,0.0,0.0
2024-09-25 11:30:00-04:00,254.00999450683594,256.909912109375,253.91000366210938,255.5,8655725,0.0,0.0
2024-09-25 12:30:00-04:00,255.5019989013672,256.218994140625,254.4600067138672,256.110107421875,5891774,0.0,0.0
2024-09-25 13:30:00-04:00,256.135009765625,256.32000732421875,255.02999877929688,256.0539855957031,4411989,0.0,0.0
2024-09-25 14:30:00-04:00,256.0599060058594,256.5400085449219,255.63999938964844,256.2257080078125,4499070,0.0,0.0
2024-09-25 15:30:00-04:00,256.2200012207031,257.04998779296875,255.82000732421875,256.989990234375,4492211,0.0,0.0
2024-09-25 16:00:00-04:00,257.02,257.18,255.9517,256.45,0,0.0,0.0
2024-09-25 17:00:00-04:00,256.44,265.5815,246.8663,256.625,0,0.0,0.0
2024-09-25 18:00:00-04:00,256.55,256.7,256.4504,256.575,0,0.0,0.0
2024-09-25 19:00:00-04:00,256.57,256.87,255.7701,256.75,0,0.0,0.0
