Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-03 04:00:00-04:00,238.88,246.47,238.88,244.46,0,0.0,0.0
2024-10-03 05:00:00-04:00,244.5,245.81,244.39,244.85,0,0.0,0.0
2024-10-03 06:00:00-04:00,244.87,245.23,244.69,244.87,0,0.0,0.0
2024-10-03 07:00:00-04:00,244.83,246.46,244.8,246.18,0,0.0,0.0
2024-10-03 08:00:00-04:00,246.17,249.02,238.88,245.34,0,0.0,0.0
2024-10-03 09:00:00-04:00,245.32,249.02,244.2,244.5,0,0.0,0.0
2024-10-03 09:30:00-04:00,245.6999969482422,249.7899932861328,244.43600463867188,245.94000244140625,21382081,0.0,0.0
2024-10-03 10:30:00-04:00,245.95989990234375,246.5399932861328,242.77999877929688,243.6291961669922,13135874,0.0,0.0
2024-10-03 11:30:00-04:00,243.61000061035156,244.74989318847656,242.9199981689453,243.00050354003906,5960441,0.0,0.0
2024-10-03 12:30:00-04:00,243.0500030517578,243.1652069091797,238.91000366210938,240.24989318847656,13960846,0.0,0.0
2024-10-03 13:30:00-04:00,240.17630004882812,240.7899932861328,238.41000366210938,238.6999053955078,8476158,0.0,0.0
2024-10-03 14:30:00-04:00,238.66000366210938,239.94000244140625,237.8300018310547,238.92239379882812,7536081,0.0,0.0
2024-10-03 15:30:00-04:00,238.8699951171875,241.16000366210938,238.8300018310547,240.6999969482422,5814880,0.0,0.0
2024-10-03 16:00:00-04:00,240.65,249.285,239.6,239.825,0,0.0,0.0
2024-10-03 17:00:00-04:00,239.85,254.6053,226.8008,239.8,0,0.0,0.0
2024-10-03 18:00:00-04:00,239.75,240.92,239.6,240.74,0,0.0,0.0
2024-10-03 19:00:00-04:00,240.74,241.17,240.66,241.16,0,0.0,0.0
