Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-01-05 04:00:00-05:00,181.24,181.79,181.05,181.16,0,0.0,0.0
2024-01-05 05:00:00-05:00,181.12,181.21,180.44,180.6,0,0.0,0.0
2024-01-05 06:00:00-05:00,180.61,180.78,180.2,180.44,0,0.0,0.0
2024-01-05 07:00:00-05:00,180.44,181.11,180.25,180.82,0,0.0,0.0
2024-01-05 08:00:00-05:00,180.82,186.7343,180.2119,180.7,0,0.0,0.0
2024-01-05 09:00:00-05:00,180.7,182.865,180.18,181.59,0,0.0,0.0
2024-01-05 09:30:00-05:00,181.99000549316406,182.75999450683594,181.52000427246094,182.07000732421875,13194900,0.0,0.0
2024-01-05 10:30:00-05:00,182.06629943847656,182.74000549316406,181.96499633789062,182.0876007080078,5524889,0.0,0.0
2024-01-05 11:30:00-05:00,182.0800018310547,182.22500610351562,181.32000732421875,181.36500549316406,4494198,0.0,0.0
2024-01-05 12:30:00-05:00,181.36000061035156,181.86000061035156,181.2100067138672,181.74000549316406,4262774,0.0,0.0
2024-01-05 13:30:00-05:00,181.7449951171875,182.22999572753906,180.4199981689453,181.1199951171875,9901415,0.0,0.0
2024-01-05 14:30:00-05:00,181.11000061035156,181.38999938964844,180.1699981689453,180.27999877929688,7993182,0.0,0.0
2024-01-05 15:30:00-05:00,180.2799072265625,181.25999450683594,180.23809814453125,181.1699981689453,6775472,0.0,0.0
2024-01-05 16:00:00-05:00,181.18,181.28,180.21,180.86,0,0.0,0.0
2024-01-05 17:00:00-05:00,180.86,181.65692,164.2925,181.05,0,0.0,0.0
2024-01-05 18:00:00-05:00,181.07,181.07,180.8,180.89,0,0.0,0.0
2024-01-08 04:00:00-05:00,180.9,180.9,180.26,180.33,0,0.0,0.0
2024-01-08 05:00:00-05:00,180.3,180.73,179.9,180.6,0,0.0,0.0
2024-01-08 06:00:00-05:00,180.61,181.17,180.2,181.16,0,0.0,0.0
2024-01-08 07:00:00-05:00,181.13,181.91,180.81,181.72,0,0.0,0.0
2024-01-08 08:00:00-05:00,181.68,181.93,179.65,181.73,0,0.0,0.0
2024-01-08 09:00:00-05:00,181.64,182.55,180.86,182.175,0,0.0,0.0
2024-01-08 09:30:00-05:00,182.0850067138672,183.88499450683594,181.5,183.80999755859375,13311025,0.0,0.0
2024-01-08 10:30:00-05:00,183.82000732421875,183.8800048828125,183.2100067138672,183.2449951171875,5198974,0.0,0.0
2024-01-08 11:30:00-05:00,183.2449951171875,184.57000732421875,183.23500061035156,183.99009704589844,5720535,0.0,0.0
2024-01-08 12:30:00-05:00,184.0,184.47000122070312,183.9600067138672,184.11500549316406,4151910,0.0,0.0
2024-01-08 13:30:00-05:00,184.1199951171875,184.875,184.0500030517578,184.83250427246094,3724042,0.0,0.0
2024-01-08 14:30:00-05:00,184.83999633789062,185.4199981689453,184.6999969482422,185.22000122070312,5370765,0.0,0.0
2024-01-08 15:30:00-05:00,185.21499633789062,185.60000610351562,184.91000366210938,185.5500030517578,6759299,0.0,0.0
2024-01-08 16:00:00-05:00,185.55,185.59,185.31,185.47,0,0.0,0.0
2024-01-08 17:00:00-05:00,185.455,196.61417,172.6315,185.24,0,0.0,0.0
2024-01-08 18:00:00-05:00,185.25,185.39,185.15,185.345,0,0.0,0.0
2024-01-09 04:00:00-05:00,185.25,185.34,184.81,184.99,0,0.0,0.0
2024-01-09 05:00:00-05:00,184.99,185.17,184.95,185.07,0,0.0,0.0
2024-01-09 06:00:00-05:00,185.07,185.1,184.8,184.81,0,0.0,0.0
2024-01-09 07:00:00-05:00,184.81,184.9,184.3,184.3,0,0.0,0.0
2024-01-09 08:00:00-05:00,184.31,186.55,184.16,184.37,0,0.0,0.0
2024-01-09 09:00:00-05:00,184.36,184.39,183.7,184.0,0,0.0,0.0
2024-01-09 09:30:00-05:00,183.9199981689453,184.22999572753906,182.72999572753906,183.52499389648438,10523629,0.0,0.0
2024-01-09 10:30:00-05:00,183.52999877929688,184.25999450683594,183.2100067138672,184.22999572753906,4602813,0.0,0.0
2024-01-09 11:30:00-05:00,184.22999572753906,184.8300018310547,184.14999389648438,184.44000244140625,3908469,0.0,0.0
2024-01-09 12:30:00-05:00,184.44000244140625,184.9199981689453,184.38999938964844,184.39999389648438,2818553,0.0,0.0
2024-01-09 13:30:00-05:00,184.39999389648438,184.72999572753906,184.0399932861328,184.31500244140625,3180445,0.0,0.0
2024-01-09 14:30:00-05:00,184.3101043701172,184.89999389648438,184.30020141601562,184.77000427246094,3646429,0.0,0.0
2024-01-09 15:30:00-05:00,184.77999877929688,185.14999389648438,184.41000366210938,185.11000061035156,6123108,0.0,0.0
2024-01-09 16:00:00-05:00,185.11,185.56,185.03,185.21,0,0.0,0.0
2024-01-09 17:00:00-05:00,185.21,193.95296,184.12718,185.23,0,0.0,0.0
2024-01-09 18:00:00-05:00,185.23,185.48,185.15,185.435,0,0.0,0.0
