Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-25 04:00:00-04:00,163.35,163.59,163.27,163.36,0,0.0,0.0
2024-09-25 05:00:00-04:00,163.38,163.44,163.25,163.27,0,0.0,0.0
2024-09-25 06:00:00-04:00,163.21,163.45,163.21,163.38,0,0.0,0.0
2024-09-25 07:00:00-04:00,163.41,163.87,163.32,163.59,0,0.0,0.0
2024-09-25 08:00:00-04:00,163.66,163.9988,163.0,163.7185,0,0.0,0.0
2024-09-25 09:00:00-04:00,163.65,163.71,162.68,162.76,0,0.0,0.0
2024-09-25 09:30:00-04:00,162.89999389648438,164.2169952392578,162.77499389648438,163.82000732421875,2160278,0.0,0.0
2024-09-25 10:30:00-04:00,163.82000732421875,164.1219940185547,163.7100067138672,163.86900329589844,1060459,0.0,0.0
2024-09-25 11:30:00-04:00,163.8699951171875,164.00999450683594,163.02000427246094,163.23500061035156,1160672,0.0,0.0
2024-09-25 12:30:00-04:00,163.22999572753906,163.5449981689453,162.82000732421875,163.4925994873047,1049586,0.0,0.0
2024-09-25 13:30:00-04:00,163.47999572753906,163.72999572753906,163.24000549316406,163.3000030517578,777824,0.0,0.0
2024-09-25 14:30:00-04:00,163.32000732421875,163.402099609375,163.00999450683594,163.08999633789062,992809,0.0,0.0
2024-09-25 15:30:00-04:00,163.0850067138672,163.2899932861328,162.80999755859375,162.99000549316406,1367000,0.0,0.0
2024-09-25 16:00:00-04:00,162.87,163.502,162.8,163.08,0,0.0,0.0
2024-09-25 17:00:00-04:00,163.08,163.2,153.2492,162.96,0,0.0,0.0
2024-09-25 18:00:00-04:00,162.95,163.15,162.9001,162.92,0,0.0,0.0
2024-09-25 19:00:00-04:00,162.99,163.3998,162.9,163.164,0,0.0,0.0
