Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-17 04:00:00-04:00,2.175,2.175,2.175,2.175,0,0.0,0.0,0.0
2024-09-17 05:00:00-04:00,2.175,2.175,2.175,2.175,0,0.0,0.0,0.0
2024-09-17 06:00:00-04:00,2.175,2.175,2.17,2.17,0,0.0,0.0,0.0
2024-09-17 07:00:00-04:00,2.17,2.18,2.17,2.18,0,0.0,0.0,0.0
2024-09-17 08:00:00-04:00,2.18,2.19,2.1701,2.1799,0,0.0,0.0,0.0
2024-09-17 09:00:00-04:00,2.1705,2.19,2.1705,2.1898,0,0.0,0.0,0.0
2024-09-17 09:30:00-04:00,2.190000057220459,2.2298998832702637,2.1700000762939453,2.2200000286102295,2791759,0.0,0.0,0.0
2024-09-17 10:30:00-04:00,2.2200000286102295,2.2599000930786133,2.200000047683716,2.2499001026153564,2358657,0.0,0.0,0.0
2024-09-17 11:30:00-04:00,2.249799966812134,2.25,2.2300000190734863,2.234999895095825,1154135,0.0,0.0,0.0
2024-09-17 12:30:00-04:00,2.23009991645813,2.240000009536743,2.2200000286102295,2.234999895095825,896326,0.0,0.0,0.0
2024-09-17 13:30:00-04:00,2.234999895095825,2.2399001121520996,2.2200000286102295,2.2249999046325684,983834,0.0,0.0,0.0
2024-09-17 14:30:00-04:00,2.2200000286102295,2.2300000190734863,2.200000047683716,2.2149999141693115,847292,0.0,0.0,0.0
2024-09-17 15:30:00-04:00,2.2149999141693115,2.2200000286102295,2.190000057220459,2.2200000286102295,1204942,0.0,0.0,0.0
2024-09-17 16:00:00-04:00,2.22,2.23,2.21,2.21,0,0.0,0.0,0.0
2024-09-17 17:00:00-04:00,2.21,2.22,2.2048,2.2048,0,0.0,0.0,0.0
2024-09-17 18:00:00-04:00,2.2102,2.22,2.1908,2.22,0,0.0,0.0,0.0
2024-09-17 19:00:00-04:00,2.2,2.22,2.2,2.22,0,0.0,0.0,0.0
