Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-25 04:00:00-04:00,2.47,2.47,2.47,2.47,0,0.0,0.0,0.0
2024-09-25 05:00:00-04:00,2.47,2.49,2.47,2.475,0,0.0,0.0,0.0
2024-09-25 06:00:00-04:00,2.475,2.48,2.47,2.48,0,0.0,0.0,0.0
2024-09-25 07:00:00-04:00,2.48,2.48,2.47,2.475,0,0.0,0.0,0.0
2024-09-25 08:00:00-04:00,2.475,2.48,2.46,2.48,0,0.0,0.0,0.0
2024-09-25 09:00:00-04:00,2.48,2.48,2.47,2.47,0,0.0,0.0,0.0
2024-09-25 09:30:00-04:00,2.4600000381469727,2.4800000190734863,2.450000047683716,2.4749999046325684,1833757,0.0,0.0,0.0
2024-09-25 10:30:00-04:00,2.4760000705718994,2.4800000190734863,2.4600000381469727,2.4639999866485596,1931938,0.0,0.0,0.0
2024-09-25 11:30:00-04:00,2.4625000953674316,2.4700000286102295,2.440000057220459,2.4600000381469727,2800623,0.0,0.0,0.0
2024-09-25 12:30:00-04:00,2.4549999237060547,2.4600000381469727,2.430000066757202,2.434999942779541,737867,0.0,0.0,0.0
2024-09-25 13:30:00-04:00,2.434999942779541,2.440000057220459,2.4200000762939453,2.4298999309539795,1672532,0.0,0.0,0.0
2024-09-25 14:30:00-04:00,2.430000066757202,2.440000057220459,2.424999952316284,2.434999942779541,669059,0.0,0.0,0.0
2024-09-25 15:30:00-04:00,2.434999942779541,2.4398999214172363,2.4200000762939453,2.4200000762939453,671427,0.0,0.0,0.0
2024-09-25 16:00:00-04:00,2.42,2.44,2.42,2.44,0,0.0,0.0,0.0
2024-09-25 17:00:00-04:00,2.4398,2.44,2.43,2.43,0,0.0,0.0,0.0
2024-09-25 18:00:00-04:00,2.44,2.44,2.42,2.4295,0,0.0,0.0,0.0
2024-09-25 19:00:00-04:00,2.4295,2.44,2.42,2.44,0,0.0,0.0,0.0
