Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-24 04:00:00-04:00,2.5,2.5,2.495,2.495,0,0.0,0.0,0.0
2024-09-24 05:00:00-04:00,2.5,2.51,2.5,2.5,0,0.0,0.0,0.0
2024-09-24 06:00:00-04:00,2.5,2.5,2.5,2.5,0,0.0,0.0,0.0
2024-09-24 07:00:00-04:00,2.5,2.51,2.49,2.49,0,0.0,0.0,0.0
2024-09-24 08:00:00-04:00,2.495,2.5,2.48,2.49,0,0.0,0.0,0.0
2024-09-24 09:00:00-04:00,2.49,2.49,2.48,2.48,0,0.0,0.0,0.0
2024-09-24 09:30:00-04:00,2.490000009536743,2.5,2.440000057220459,2.444999933242798,3946464,0.0,0.0,0.0
2024-09-24 10:30:00-04:00,2.444000005722046,2.4700000286102295,2.4400999546051025,2.460099935531616,2375342,0.0,0.0,0.0
2024-09-24 11:30:00-04:00,2.4630000591278076,2.4700000286102295,2.450000047683716,2.460900068283081,1681565,0.0,0.0,0.0
2024-09-24 12:30:00-04:00,2.4649999141693115,2.490000009536743,2.4600000381469727,2.4899001121520996,1402528,0.0,0.0,0.0
2024-09-24 13:30:00-04:00,2.484999895095825,2.5099000930786133,2.4800000190734863,2.484999895095825,1300653,0.0,0.0,0.0
2024-09-24 14:30:00-04:00,2.484999895095825,2.490000009536743,2.4800000190734863,2.490000009536743,653883,0.0,0.0,0.0
2024-09-24 15:30:00-04:00,2.484999895095825,2.509999990463257,2.4800000190734863,2.5083000659942627,986370,0.0,0.0,0.0
2024-09-24 16:00:00-04:00,2.5,2.51,2.49,2.51,0,0.0,0.0,0.0
2024-09-24 17:00:00-04:00,2.5095,2.51,2.49,2.5092,0,0.0,0.0,0.0
2024-09-24 18:00:00-04:00,2.49,2.52,2.49,2.519,0,0.0,0.0,0.0
2024-09-24 19:00:00-04:00,2.5,2.52,2.5,2.51,0,0.0,0.0,0.0
