Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-30 04:00:00-04:00,2.5,2.54,2.49,2.49,0,0.0,0.0,0.0
2024-09-30 05:00:00-04:00,2.485,2.49,2.485,2.49,0,0.0,0.0,0.0
2024-09-30 06:00:00-04:00,2.49,2.49,2.45,2.45,0,0.0,0.0,0.0
2024-09-30 07:00:00-04:00,2.44,2.47,2.44,2.47,0,0.0,0.0,0.0
2024-09-30 08:00:00-04:00,2.47,2.49,2.45,2.49,0,0.0,0.0,0.0
2024-09-30 09:00:00-04:00,2.48,2.49,2.48,2.48,0,0.0,0.0,0.0
2024-09-30 09:30:00-04:00,2.4719998836517334,2.490000009536743,2.450000047683716,2.4649999141693115,3352333,0.0,0.0,0.0
2024-09-30 10:30:00-04:00,2.46370005607605,2.478800058364868,2.4600000381469727,2.4681999683380127,1774579,0.0,0.0,0.0
2024-09-30 11:30:00-04:00,2.4649999141693115,2.4700000286102295,2.440000057220459,2.45989990234375,2101429,0.0,0.0,0.0
2024-09-30 12:30:00-04:00,2.45989990234375,2.4600000381469727,2.450000047683716,2.454200029373169,543888,0.0,0.0,0.0
2024-09-30 13:30:00-04:00,2.450000047683716,2.4600000381469727,2.430000066757202,2.431299924850464,1070667,0.0,0.0,0.0
2024-09-30 14:30:00-04:00,2.434999942779541,2.440000057220459,2.4200000762939453,2.434999942779541,1347615,0.0,0.0,0.0
2024-09-30 15:30:00-04:00,2.440000057220459,2.450000047683716,2.430000066757202,2.440000057220459,1378196,0.0,0.0,0.0
2024-09-30 16:00:00-04:00,2.44,2.47,2.44,2.47,0,0.0,0.0,0.0
2024-09-30 17:00:00-04:00,2.48,2.48,2.45,2.45,0,0.0,0.0,0.0
2024-09-30 18:00:00-04:00,2.47,2.47,2.45,2.45,0,0.0,0.0,0.0
2024-09-30 19:00:00-04:00,2.45,2.46,2.43,2.46,0,0.0,0.0,0.0
