Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-09-16 04:00:00-04:00,2.34,2.34,2.17,2.2,0,0.0,0.0,0.0
2024-09-16 05:00:00-04:00,2.2,2.2,2.175,2.18,0,0.0,0.0,0.0
2024-09-16 06:00:00-04:00,2.18,2.18,2.15,2.16,0,0.0,0.0,0.0
2024-09-16 07:00:00-04:00,2.16,2.18,2.16,2.18,0,0.0,0.0,0.0
2024-09-16 08:00:00-04:00,2.18,2.18,2.17,2.17,0,0.0,0.0,0.0
2024-09-16 09:00:00-04:00,2.17,2.18,2.16,2.17,0,0.0,0.0,0.0
2024-09-16 09:30:00-04:00,2.180000066757202,2.180000066757202,2.1401000022888184,2.157900094985962,4759417,0.0,0.0,0.0
2024-09-16 10:30:00-04:00,2.1575000286102295,2.1600000858306885,2.134999990463257,2.1549999713897705,1894623,0.0,0.0,0.0
2024-09-16 11:30:00-04:00,2.1549999713897705,2.1698999404907227,2.1500000953674316,2.1600000858306885,2184723,0.0,0.0,0.0
2024-09-16 12:30:00-04:00,2.150099992752075,2.1600000858306885,2.140000104904175,2.148699998855591,1309103,0.0,0.0,0.0
2024-09-16 13:30:00-04:00,2.1449999809265137,2.180000066757202,2.140000104904175,2.1598000526428223,1072936,0.0,0.0,0.0
2024-09-16 14:30:00-04:00,2.1549999713897705,2.1600000858306885,2.1500000953674316,2.1549999713897705,615667,0.0,0.0,0.0
2024-09-16 15:30:00-04:00,2.1549999713897705,2.1600000858306885,2.140000104904175,2.140000104904175,495654,0.0,0.0,0.0
2024-09-16 16:00:00-04:00,2.14,2.16,2.14,2.15,0,0.0,0.0,0.0
2024-09-16 17:00:00-04:00,2.15,2.15,2.14,2.14,0,0.0,0.0,0.0
2024-09-16 18:00:00-04:00,2.14,2.16,2.14,2.1501,0,0.0,0.0,0.0
2024-09-16 19:00:00-04:00,2.1501,2.18,2.15,2.15,0,0.0,0.0,0.0
