Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2024-10-07 04:00:00-04:00,2.32,2.32,2.32,2.32,0,0.0,0.0,0.0
2024-10-07 05:00:00-04:00,2.32,2.32,2.32,2.32,0,0.0,0.0,0.0
2024-10-07 06:00:00-04:00,2.32,2.33,2.3,2.3,0,0.0,0.0,0.0
2024-10-07 07:00:00-04:00,2.3,2.32,2.3,2.32,0,0.0,0.0,0.0
2024-10-07 08:00:00-04:00,2.32,2.33,2.3,2.33,0,0.0,0.0,0.0
2024-10-07 09:00:00-04:00,2.33,2.33,2.3202,2.33,0,0.0,0.0,0.0
2024-10-07 09:30:00-04:00,2.3299999237060547,2.380000114440918,2.3201000690460205,2.365000009536743,6329512,0.0,0.0,0.0
2024-10-07 10:30:00-04:00,2.3350000381469727,2.380000114440918,2.3299999237060547,2.3499999046325684,5853695,0.0,0.0,0.0
2024-10-07 11:30:00-04:00,2.3550000190734863,2.359999895095825,2.3134000301361084,2.319999933242798,2219143,0.0,0.0,0.0
2024-10-07 12:30:00-04:00,2.338200092315674,2.3399999141693115,2.3134000301361084,2.3399999141693115,2012339,0.0,0.0,0.0
2024-10-07 13:30:00-04:00,2.3399999141693115,2.3399999141693115,2.309999942779541,2.329900026321411,3051303,0.0,0.0,0.0
2024-10-07 14:30:00-04:00,2.3308000564575195,2.3399999141693115,2.2799999713897705,2.2955000400543213,3600321,0.0,0.0,0.0
2024-10-07 15:30:00-04:00,2.2899999618530273,2.309999942779541,2.282900094985962,2.305000066757202,2969843,0.0,0.0,0.0
2024-10-07 16:00:00-04:00,2.31,2.31,2.3,2.3003,0,0.0,0.0,0.0
2024-10-07 17:00:00-04:00,2.3003,2.34,2.3003,2.31,0,0.0,0.0,0.0
2024-10-07 18:00:00-04:00,2.31,2.33,2.28,2.3,0,0.0,0.0,0.0
2024-10-07 19:00:00-04:00,2.27,2.3,2.26,2.29,0,0.0,0.0,0.0
