Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-24 04:00:00-04:00,434.27,434.6,433.58,433.85,0,0.0,0.0
2024-09-24 05:00:00-04:00,433.97,433.97,433.3,433.4,0,0.0,0.0
2024-09-24 06:00:00-04:00,433.45,433.77,433.33,433.49,0,0.0,0.0
2024-09-24 07:00:00-04:00,433.59,433.69,432.08,433.26,0,0.0,0.0
2024-09-24 08:00:00-04:00,433.29,435.5388,432.15,433.245,0,0.0,0.0
2024-09-24 09:00:00-04:00,433.34,480.79,431.215,433.09,0,0.0,0.0
2024-09-24 09:30:00-04:00,433.0,433.3190002441406,426.6300048828125,426.8500061035156,3425805,0.0,0.0
2024-09-24 10:30:00-04:00,426.8699951171875,429.7300109863281,426.1365966796875,429.127197265625,2007847,0.0,0.0
2024-09-24 11:30:00-04:00,429.2099914550781,430.53961181640625,428.2699890136719,429.8949890136719,1151643,0.0,0.0
2024-09-24 12:30:00-04:00,429.8399963378906,430.3599853515625,428.82000732421875,428.9700012207031,747907,0.0,0.0
2024-09-24 13:30:00-04:00,428.989990234375,429.5,428.2488098144531,428.3599853515625,717938,0.0,0.0
2024-09-24 14:30:00-04:00,428.2442932128906,429.20001220703125,427.5899963378906,428.95001220703125,1080058,0.0,0.0
2024-09-24 15:30:00-04:00,428.95001220703125,429.4100036621094,428.2799987792969,429.30999755859375,1742327,0.0,0.0
2024-09-24 16:00:00-04:00,429.305,456.3333,403.6374,429.8,0,0.0,0.0
2024-09-24 17:00:00-04:00,403.6374,456.3333,403.618,429.93,0,0.0,0.0
2024-09-24 18:00:00-04:00,429.82,430.5,429.17,430.5,0,0.0,0.0
2024-09-24 19:00:00-04:00,430.0417,430.39,429.7,430.1,0,0.0,0.0
