Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-23 04:00:00-04:00,436.76,436.88,436.11,436.8,0,0.0,0.0
2024-09-23 05:00:00-04:00,436.74,436.77,435.34,436.15,0,0.0,0.0
2024-09-23 06:00:00-04:00,436.21,436.77,431.74,432.54,0,0.0,0.0
2024-09-23 07:00:00-04:00,432.5,433.83,432.27,433.21,0,0.0,0.0
2024-09-23 08:00:00-04:00,433.2,437.5,431.8202,433.6,0,0.0,0.0
2024-09-23 09:00:00-04:00,434.0,435.895,412.3253,434.45,0,0.0,0.0
2024-09-23 09:30:00-04:00,434.1499938964844,435.0,430.3888854980469,434.4599914550781,3641449,0.0,0.0
2024-09-23 10:30:00-04:00,434.6000061035156,435.8999938964844,433.79998779296875,435.5950012207031,1183600,0.0,0.0
2024-09-23 11:30:00-04:00,435.5899963378906,436.4599914550781,434.04998779296875,434.54010009765625,850880,0.0,0.0
2024-09-23 12:30:00-04:00,434.6199951171875,434.7200012207031,432.5458984375,432.989990234375,840194,0.0,0.0
2024-09-23 13:30:00-04:00,433.0,434.15899658203125,432.9501037597656,433.6449890136719,671927,0.0,0.0
2024-09-23 14:30:00-04:00,433.6000061035156,434.42999267578125,433.4200134277344,433.9200134277344,564848,0.0,0.0
2024-09-23 15:30:00-04:00,433.9800109863281,434.3312072753906,433.114990234375,433.3699951171875,1112296,0.0,0.0
2024-09-23 16:00:00-04:00,433.51,443.3769,406.6511,432.645,0,0.0,0.0
2024-09-23 17:00:00-04:00,432.645,432.91,411.8679,432.6,0,0.0,0.0
2024-09-23 18:00:00-04:00,432.555,432.8662,432.35,432.35,0,0.0,0.0
2024-09-23 19:00:00-04:00,432.47,432.9,432.39,432.555,0,0.0,0.0
