Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-20 04:00:00-04:00,438.49,439.0,437.99,438.09,0,0.0,0.0
2024-09-20 05:00:00-04:00,438.0,438.25,437.9,438.12,0,0.0,0.0
2024-09-20 06:00:00-04:00,438.12,438.12,437.37,437.4,0,0.0,0.0
2024-09-20 07:00:00-04:00,437.4,437.65,436.41,437.59,0,0.0,0.0
2024-09-20 08:00:00-04:00,437.43,439.2988,436.65,438.98,0,0.0,0.0
2024-09-20 09:00:00-04:00,438.69,439.5,436.49,437.05,0,0.0,0.0
2024-09-20 09:30:00-04:00,437.2200012207031,439.2099914550781,435.69000244140625,435.8349914550781,8013715,0.0,0.0
2024-09-20 10:30:00-04:00,435.82000732421875,436.44940185546875,434.2200012207031,434.77069091796875,1418654,0.0,0.0
2024-09-20 11:30:00-04:00,434.7049865722656,437.510009765625,434.6700134277344,437.2950134277344,1502472,0.0,0.0
2024-09-20 12:30:00-04:00,437.25,437.92999267578125,436.69000244140625,436.8900146484375,1143570,0.0,0.0
2024-09-20 13:30:00-04:00,436.8999938964844,437.4700012207031,436.0899963378906,436.2200012207031,1130877,0.0,0.0
2024-09-20 14:30:00-04:00,436.17999267578125,437.04998779296875,435.5400085449219,436.2799987792969,1703844,0.0,0.0
2024-09-20 15:30:00-04:00,436.2900085449219,437.9200134277344,435.1499938964844,435.2300109863281,3308823,0.0,0.0
2024-09-20 16:00:00-04:00,435.27,436.5,435.0,435.52,0,0.0,0.0
2024-09-20 17:00:00-04:00,435.735,463.3999,410.7134,435.595,0,0.0,0.0
2024-09-20 18:00:00-04:00,435.595,436.15,435.37,435.7,0,0.0,0.0
2024-09-20 19:00:00-04:00,435.7,436.15,435.61,436.05,0,0.0,0.0
