Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-09-18 04:00:00-04:00,422.09,436.42,422.09,435.8,0,0.0,0.0
2024-09-18 05:00:00-04:00,435.57,436.67,435.56,436.48,0,0.0,0.0
2024-09-18 06:00:00-04:00,436.58,437.0,434.79,435.42,0,0.0,0.0
2024-09-18 07:00:00-04:00,435.79,437.38,435.7,437.14,0,0.0,0.0
2024-09-18 08:00:00-04:00,437.13,437.4,412.3253,436.39,0,0.0,0.0
2024-09-18 09:00:00-04:00,436.26,448.37,434.79,435.0,0,0.0,0.0
2024-09-18 09:30:00-04:00,435.2799987792969,435.7149963378906,431.3800048828125,432.18560791015625,2576468,0.0,0.0
2024-09-18 10:30:00-04:00,432.18499755859375,432.79998779296875,431.29998779296875,431.90008544921875,1256369,0.0,0.0
2024-09-18 11:30:00-04:00,431.94500732421875,432.55999755859375,430.45001220703125,432.55010986328125,1134442,0.0,0.0
2024-09-18 12:30:00-04:00,432.57000732421875,432.9197998046875,431.6300048828125,432.55999755859375,1835934,0.0,0.0
2024-09-18 13:30:00-04:00,432.6300048828125,436.0299987792969,431.20001220703125,434.5450134277344,2274565,0.0,0.0
2024-09-18 14:30:00-04:00,434.5350036621094,435.44000244140625,431.1199951171875,434.4200134277344,3401097,0.0,0.0
2024-09-18 15:30:00-04:00,434.4200134277344,434.80999755859375,430.45001220703125,430.75,1921414,0.0,0.0
2024-09-18 16:00:00-04:00,430.81,435.15,409.44,431.91,0,0.0,0.0
2024-09-18 17:00:00-04:00,431.835,440.6342,403.6405,431.85,0,0.0,0.0
2024-09-18 18:00:00-04:00,431.7,433.0,431.42,432.4,0,0.0,0.0
2024-09-18 19:00:00-04:00,432.5,435.01,431.32,435.0,0,0.0,0.0
